"","type","district","place","date","price"
"2717","Mieszkanie",NA," 30 ","30 September 2024","1380 000"
"2718","Mieszkanie"," Grunwald"," 23 ","30 September 2024","61500"
"2719","Biurowiec"," Wola"," 58 ","30 September 2024","52830"
"2720","Działka",NA," 456 ","30 September 2024","4499 000"
"2721","Mieszkanie"," Grunwald"," 40 ","30 September 2024","33100"
"2722","Mieszkanie"," Stare Miasto"," 63 ","30 September 2024","2800 000"
"2723","Mieszkanie"," Grunwald"," 138 ","30 September 2024","31 399 000"
"2724","Mieszkanie"," Nowe Miasto"," 60 ","30 September 2024","6839 000"
"2725","Mieszkanie"," Łazarz"," 109 ","29 September 2024","7965 000"
"2726","Mieszkanie"," Nowe Miasto"," 50 ","29 September 2024","7629 000"
"2727","Mieszkanie"," Grunwald"," 83 ","29 September 2024","8850 059"
"2728","Mieszkanie"," Grunwald"," 56 ","29 September 2024","8717 568"
"2729","Działka"," Jeżyce"," 1650 ","29 September 2024","8369 000"
"2730","Mieszkanie"," Grunwald"," 75 ","29 September 2024","71 015 065"
"2731","Mieszkanie",NA," 69 ","29 September 2024","6871 000"
"2732","Mieszkanie"," Jeżyce"," 42 ","29 September 2024","6584 459"
"2733","Mieszkanie"," Jeżyce"," 39 ","29 September 2024","6543 101"
"2734","Mieszkanie"," Jeżyce"," 51 ","29 September 2024","6692 057"
"2735","Mieszkanie"," Winogrady"," 26 ","29 September 2024","5364 700"
"2736","Mieszkanie"," Łazarz"," 25 ","29 September 2024","5399 000"
"2737","Mieszkanie"," Jeżyce"," 30 ","29 September 2024","5384 925"
"2738","Mieszkanie"," Grunwald"," 63 ","29 September 2024","4831 072"
"2739","Mieszkanie",NA," 35 ","29 September 2024","4388 186"
"2740","Mieszkanie"," Stare Miasto"," 91 ","29 September 2024","3779 000"
"2741","Magazyny i hale"," Żegrze"," 365 ","29 September 2024","78395"
"2742","Mieszkanie",NA," 47 ","29 September 2024","9468 000"
"2743","Dom",NA," 269 ","29 September 2024","31 019 000"
"2744","Mieszkanie"," Rataje"," 37 ","29 September 2024","869 000"
"2745","Mieszkanie"," Nowe Miasto"," 46 ","29 September 2024","0600 000"
"2746","Mieszkanie"," Naramowice"," 46 ","29 September 2024","9539 000"
"2747","Mieszkanie"," Winogrady"," 46 ","29 September 2024","0440 000"
"2748","Mieszkanie"," Piątkowo"," 74 ","29 September 2024","5659 000"
"2749","Mieszkanie"," Główna"," 25 ","29 September 2024","6275 340"
"2750","Mieszkanie"," Piątkowo"," 54 ","28 September 2024","72100"
"2751","Mieszkanie"," Jeżyce"," 40 ","28 September 2024","1649 000"
"2752","Mieszkanie"," Jeżyce"," 48 ","28 September 2024","3632 178"
"2753","Mieszkanie"," Jeżyce"," 39 ","28 September 2024","3538 396"
"2754","Mieszkanie"," Jeżyce"," 49 ","28 September 2024","3581 908"
"2755","Mieszkanie"," Jeżyce"," 62 ","28 September 2024","3702 145"
"2756","Mieszkanie"," Jeżyce"," 61 ","28 September 2024","2702 937"
"2757","Mieszkanie"," Jeżyce"," 49 ","28 September 2024","2621 522"
"2758","Mieszkanie"," Jeżyce"," 61 ","28 September 2024","2712 121"
"2759","Mieszkanie"," Jeżyce"," 41 ","28 September 2024","2481 264"
"2760","Mieszkanie"," Stare Miasto"," 101 ","28 September 2024","71 099 000"
"2761","Mieszkanie"," Piątkowo"," 29 ","28 September 2024","81800"
"2762","Mieszkanie",NA," 59 ","28 September 2024","74000"
"2763","Komercyjne"," Grunwald"," 55 ","28 September 2024","53270"
"2764","Mieszkanie"," Wilda"," 28 ","28 September 2024","9414 000"
"2765","Mieszkanie"," Wilda"," 28 ","28 September 2024","9415 000"
"2766","Mieszkanie"," Łazarz"," 94 ","28 September 2024","5860 000"
"2767","Mieszkanie"," Podolany"," 33 ","28 September 2024","5399 000"
"2768","Mieszkanie",NA," 44 ","28 September 2024","8679 000"
"2769","Mieszkanie",NA," 34 ","28 September 2024","0557 604"
"2770","Dom",NA," 275 ","27 September 2024","91 750 000"
"2771","Mieszkanie"," Piątkowo"," 51 ","27 September 2024","22300"
"2772","Mieszkanie"," Jeżyce"," 62 ","27 September 2024","3855 000"
"2773","Mieszkanie"," Stare Miasto"," 73 ","27 September 2024","2777 000"
"2774","Mieszkanie"," Stare Miasto"," 73 ","27 September 2024","63300"
"2775","Mieszkanie"," Umultowo"," 53 ","27 September 2024","7660 000"
"2776","Mieszkanie"," Rataje"," 42 ","27 September 2024","72800"
"2777","Dom"," Jeżyce"," 123 ","27 September 2024","7999 000"
"2778","Mieszkanie"," Jeżyce"," 54 ","27 September 2024","7790 000"
"2779","Pokój"," Nowe Miasto"," 12 ","27 September 2024","41500"
"2780","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","1379 310"
"2781","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","1372 800"
"2782","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","1374 200"
"2783","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","1340 250"
"2784","Mieszkanie"," Stare Miasto"," 21 ","27 September 2024","0368 600"
"2785","Mieszkanie"," Stare Miasto"," 21 ","27 September 2024","0349 982"
"2786","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","0394 500"
"2787","Mieszkanie"," Stare Miasto"," 32 ","27 September 2024","0504 380"
"2788","Mieszkanie"," Stare Miasto"," 22 ","27 September 2024","0365 000"
"2789","Mieszkanie",NA," 27 ","27 September 2024","7310 000"
"2790","Dom"," Strzeszyn"," 270 ","27 September 2024","91 035 000"
"2791","Mieszkanie"," Łazarz"," 79 ","27 September 2024","6979 000"
"2792","Mieszkanie"," Grunwald"," 22 ","27 September 2024","91600"
"2793","Mieszkanie"," Stare Miasto"," 59 ","27 September 2024","4549 630"
"2794","Garaż"," Grunwald"," 16 ","27 September 2024","065 000"
"2795","Mieszkanie"," Dębiec"," 26 ","27 September 2024","4256 000"
"2796","Dom"," Ławica"," 816 ","27 September 2024","24 800 000"
"2797","Mieszkanie"," Rataje"," 44 ","27 September 2024","9560 000"
"2798","Mieszkanie"," Łazarz"," 23 ","26 September 2024","2289 000"
"2799","Mieszkanie"," Stare Miasto"," 29 ","26 September 2024","9439 000"
"2800","Mieszkanie"," Wilda"," 102 ","26 September 2024","6769 000"
"2801","Mieszkanie"," Wilda"," 38 ","26 September 2024","6418 000"
"2802","Mieszkanie"," Wilda"," 54 ","26 September 2024","6490 000"
"2803","Mieszkanie"," Centrum"," 80 ","26 September 2024","33300"
"2804","Mieszkanie"," Łazarz"," 63 ","26 September 2024","1785 292"
"2805","Mieszkanie"," Łazarz"," 90 ","26 September 2024","1786 768"
"2806","Mieszkanie"," Wilda"," 351 ","26 September 2024","41 200 000"
"2807","Mieszkanie"," Głuszyna"," 86 ","26 September 2024","5530 000"
"2808","Mieszkanie"," Grunwald"," 96 ","26 September 2024","52700"
"2809","Mieszkanie",NA," 20 ","26 September 2024","5255 000"
"2810","Mieszkanie"," Wilda"," 35 ","26 September 2024","5289 000"
"2811","Mieszkanie"," Grunwald"," 69 ","26 September 2024","43250"
"2812","Mieszkanie",NA," 80 ","26 September 2024","2797 000"
"2813","Dom",NA," 122 ","26 September 2024","07500"
"2814","Mieszkanie"," Jeżyce"," 93 ","26 September 2024","4690 000"
"2815","Mieszkanie"," Jeżyce"," 70 ","26 September 2024","3680 000"
"2816","Działka",NA," 1468 ","26 September 2024","9499 000"
"2817","Mieszkanie"," Rataje"," 62 ","26 September 2024","8589 000"
"2818","Dom",NA," 212 ","26 September 2024","8839 000"
"2819","Mieszkanie"," Rataje"," 48 ","26 September 2024","3550 000"
"2820","Magazyny i hale",NA," 5000 ","26 September 2024","090 000"
"2821","Mieszkanie"," Łazarz"," 43 ","26 September 2024","9429 000"
"2822","Mieszkanie"," Winogrady"," 48 ","26 September 2024","3535 000"
"2823","Dom"," Jeżyce"," 350 ","26 September 2024","11 599 900"
"2824","Mieszkanie"," Jeżyce"," 81 ","26 September 2024","61 597 000"
"2825","Mieszkanie"," Jeżyce"," 49 ","26 September 2024","1789 000"
"2826","Mieszkanie"," Łazarz"," 42 ","26 September 2024","1629 000"
"2827","Mieszkanie"," Wilda"," 37 ","26 September 2024","0560 000"
"2828","Mieszkanie",NA," 47 ","26 September 2024","93500"
"2829","Dom"," Junikowo"," 309 ","26 September 2024","01 450 000"
"2830","Mieszkanie",NA," 64 ","26 September 2024","5652 000"
"2831","Mieszkanie"," Grunwald"," 55 ","26 September 2024","13200"
"2832","Magazyny i hale",NA," 8181 ","26 September 2024","3147 062"
"2833","Mieszkanie"," Wilda"," 90 ","26 September 2024","9869 000"
"2834","Mieszkanie",NA," 44 ","26 September 2024","1347 000"
"2835","Mieszkanie"," Piątkowo"," 34 ","26 September 2024","02300"
"2836","Dom"," Jeżyce"," 655 ","26 September 2024","63 477 000"
"2837","Mieszkanie"," Jeżyce"," 27 ","25 September 2024","4499 000"
"2838","Mieszkanie"," Stare Miasto"," 63 ","25 September 2024","0997 998"
"2839","Mieszkanie"," Centrum"," 26 ","25 September 2024","62500"
"2840","Mieszkanie"," Wilda"," 69 ","25 September 2024","1705 962"
"2841","Mieszkanie"," Grunwald"," 28 ","25 September 2024","4290 000"
"2842","Dom",NA," 394 ","25 September 2024","22 700 000"
"2843","Mieszkanie"," Naramowice"," 61 ","25 September 2024","2633 442"
"2844","Dom"," Wilda"," 170 ","25 September 2024","2749 000"
"2845","Mieszkanie"," Dębiec"," 170 ","25 September 2024","1749 000"
"2846","Mieszkanie"," Wilda"," 170 ","25 September 2024","1749 000"
"2847","Mieszkanie"," Łazarz"," 49 ","25 September 2024","7599 000"
"2848","Mieszkanie",NA," 39 ","25 September 2024","7534 900"
"2849","Mieszkanie"," Grunwald"," 34 ","25 September 2024","32600"
"2850","Pokój"," Wilda"," 12 ","25 September 2024","9590"
"2851","Mieszkanie"," Rataje"," 53 ","25 September 2024","8549 000"
"2852","Mieszkanie"," Grunwald"," 66 ","25 September 2024","24500"
"2853","Mieszkanie"," Naramowice"," 61 ","25 September 2024","4615 000"
"2854","Pokój",NA," 6 ","25 September 2024","9550"
"2855","Mieszkanie"," Piątkowo"," 74 ","25 September 2024","5680 000"
"2856","Mieszkanie"," Rataje"," 52 ","25 September 2024","0744 000"
"2857","Dom"," Naramowice"," 163 ","25 September 2024","41 598 000"
"2858","Mieszkanie"," Jeżyce"," 62 ","25 September 2024","31 000 000"
"2859","Mieszkanie"," Jeżyce"," 94 ","25 September 2024","94500"
"2860","Mieszkanie"," Górczyn"," 55 ","25 September 2024","62500"
"2861","Mieszkanie"," Piątkowo"," 47 ","25 September 2024","4489 000"
"2862","Mieszkanie",NA," 91 ","25 September 2024","41 219 000"
"2863","Mieszkanie"," Morasko-Radojewo"," 47 ","25 September 2024","3630 000"
"2864","Mieszkanie"," Wilda"," 38 ","25 September 2024","6558 360"
"2865","Mieszkanie"," Junikowo"," 77 ","25 September 2024","7784 750"
"2866","Mieszkanie"," Junikowo"," 77 ","25 September 2024","5799 373"
"2867","Mieszkanie"," Junikowo"," 77 ","25 September 2024","5816 026"
"2868","Mieszkanie"," Junikowo"," 77 ","25 September 2024","6860 998"
"2869","Mieszkanie"," Junikowo"," 63 ","25 September 2024","6708 739"
"2870","Mieszkanie"," Junikowo"," 77 ","25 September 2024","3782 719"
"2871","Mieszkanie"," Junikowo"," 77 ","25 September 2024","1795 226"
"2872","Mieszkanie"," Junikowo"," 72 ","25 September 2024","7775 440"
"2873","Mieszkanie"," Junikowo"," 78 ","25 September 2024","7807 667"
"2874","Mieszkanie"," Junikowo"," 57 ","25 September 2024","3679 536"
"2875","Mieszkanie"," Junikowo"," 70 ","25 September 2024","8760 288"
"2876","Mieszkanie"," Junikowo"," 70 ","25 September 2024","6733 320"
"2877","Mieszkanie"," Łazarz"," 78 ","25 September 2024","1695 000"
"2878","Mieszkanie"," Junikowo"," 57 ","25 September 2024","0661 003"
"2879","Mieszkanie"," Junikowo"," 63 ","25 September 2024","0688 295"
"2880","Mieszkanie"," Junikowo"," 45 ","25 September 2024","8527 213"
"2881","Mieszkanie"," Junikowo"," 52 ","25 September 2024","8587 434"
"2882","Mieszkanie"," Junikowo"," 78 ","25 September 2024","6863 222"
"2883","Mieszkanie"," Junikowo"," 59 ","25 September 2024","2698 080"
"2884","Mieszkanie"," Junikowo"," 59 ","25 September 2024","6692 194"
"2885","Mieszkanie"," Junikowo"," 57 ","25 September 2024","9710 424"
"2886","Mieszkanie"," Junikowo"," 63 ","25 September 2024","1749 628"
"2887","Mieszkanie"," Junikowo"," 79 ","25 September 2024","3912 924"
"2888","Mieszkanie"," Junikowo"," 79 ","25 September 2024","0909 457"
"2889","Mieszkanie"," Junikowo"," 57 ","25 September 2024","5698 069"
"2890","Mieszkanie"," Junikowo"," 63 ","25 September 2024","1735 998"
"2891","Mieszkanie"," Junikowo"," 62 ","25 September 2024","8666 360"
"2892","Mieszkanie"," Junikowo"," 45 ","25 September 2024","8522 331"
"2893","Mieszkanie"," Junikowo"," 72 ","25 September 2024","4821 016"
"2894","Mieszkanie"," Junikowo"," 77 ","25 September 2024","3832 680"
"2895","Mieszkanie"," Junikowo"," 77 ","25 September 2024","0877 716"
"2896","Mieszkanie"," Stare Miasto"," 63 ","25 September 2024","5542 000"
"2897","Mieszkanie"," Rataje"," 57 ","25 September 2024","52700"
"2898","Mieszkanie"," Łazarz"," 33 ","25 September 2024","52400"
"2899","Mieszkanie"," Centrum"," 60 ","25 September 2024","3680 000"
"2900","Mieszkanie"," Junikowo"," 62 ","25 September 2024","5693 014"
"2901","Mieszkanie"," Junikowo"," 62 ","25 September 2024","5679 687"
"2902","Mieszkanie"," Junikowo"," 45 ","25 September 2024","3507 686"
"2903","Mieszkanie"," Junikowo"," 43 ","25 September 2024","3508 464"
"2904","Mieszkanie"," Grunwald"," 65 ","25 September 2024","5632 731"
"2905","Mieszkanie"," Grunwald"," 80 ","25 September 2024","2766 752"
"2906","Mieszkanie",NA," 86 ","25 September 2024","91 349 000"
"2907","Mieszkanie",NA," 14 ","25 September 2024","91300"
"2908","Mieszkanie"," Piątkowo"," 63 ","25 September 2024","4542 000"
"2909","Dom"," Morasko-Radojewo"," 91 ","25 September 2024","6799 000"
"2910","Mieszkanie"," Winogrady"," 27 ","25 September 2024","1321 000"
"2911","Dom",NA," 394 ","24 September 2024","42 800 000"
"2912","Mieszkanie"," Grunwald"," 48 ","24 September 2024","3470 000"
"2913","Działka",NA," 2470 ","24 September 2024","915 000"
"2914","Pokój"," Grunwald"," 24 ","24 September 2024","8780"
"2915","Mieszkanie"," Nowe Miasto"," 44 ","24 September 2024","4519 000"
"2916","Mieszkanie"," Łazarz"," 30 ","24 September 2024","4369 000"
"2917","Mieszkanie"," Winiary"," 47 ","24 September 2024","42100"
"2918","Mieszkanie"," Górczyn"," 46 ","24 September 2024","6430 000"
"2919","Mieszkanie",NA," 56 ","24 September 2024","33300"
"2920","Mieszkanie"," Winogrady"," 47 ","24 September 2024","1560 000"
"2921","Mieszkanie"," Strzeszyn"," 56 ","24 September 2024","1180 000"
"2922","Dom"," Podolany"," 91 ","24 September 2024","5799 000"
"2923","Mieszkanie",NA," 91 ","24 September 2024","3789 000"
"2924","Mieszkanie"," Podolany"," 91 ","24 September 2024","0789 000"
"2925","Mieszkanie"," Naramowice"," 91 ","24 September 2024","3789 000"
"2926","Mieszkanie"," Strzeszyn"," 91 ","24 September 2024","3789 000"
"2927","Mieszkanie"," Winogrady"," 86 ","24 September 2024","1775 000"
"2928","Mieszkanie"," Strzeszyn"," 86 ","24 September 2024","1779 000"
"2929","Mieszkanie"," Piątkowo"," 86 ","24 September 2024","7779 000"
"2930","Mieszkanie"," Jeżyce"," 59 ","24 September 2024","92900"
"2931","Dom"," Morasko-Radojewo"," 86 ","24 September 2024","0779 000"
"2932","Dom"," Piątkowo"," 86 ","24 September 2024","9779 000"
"2933","Dom",NA," 107 ","24 September 2024","34699"
"2934","Mieszkanie"," Winogrady"," 98 ","24 September 2024","41 325 565"
"2935","Mieszkanie"," Winogrady"," 31 ","24 September 2024","2409 506"
"2936","Mieszkanie"," Winogrady"," 50 ","24 September 2024","1688 482"
"2937","Mieszkanie"," Grunwald"," 58 ","24 September 2024","44000"
"2938","Mieszkanie"," Piątkowo"," 27 ","24 September 2024","2335 000"
"2939","Mieszkanie"," Łazarz"," 26 ","24 September 2024","6329 000"
"2940","Biuro"," Jeżyce"," 77 ","24 September 2024","4499 000"
"2941","Mieszkanie"," Górczyn"," 50 ","24 September 2024","42100"
"2942","Mieszkanie"," Dębiec"," 46 ","24 September 2024","32000"
"2943","Komercyjne"," Jeżyce"," 77 ","24 September 2024","4480 000"
"2944","Biuro"," Jeżyce"," 64 ","24 September 2024","2399 000"
"2945","Mieszkanie",NA," 20 ","24 September 2024","21700"
"2946","Biuro"," Górczyn"," 231 ","24 September 2024","010 010"
"2947","Dom",NA," 239 ","24 September 2024","41 200 000"
"2948","Dom"," Winogrady"," 298 ","23 September 2024","31 600 000"
"2949","Mieszkanie"," Stare Miasto"," 17 ","23 September 2024","21400"
"2950","Mieszkanie"," Łazarz"," 64 ","23 September 2024","2720 000"
"2951","Mieszkanie"," Ogrody"," 46 ","23 September 2024","22000"
"2952","Mieszkanie"," Łazarz"," 60 ","23 September 2024","22300"
"2953","Mieszkanie"," Centrum"," 25 ","23 September 2024","41800"
"2954","Mieszkanie"," Grunwald"," 73 ","23 September 2024","21 149 000"
"2955","Mieszkanie"," Grunwald"," 54 ","23 September 2024","42850"
"2956","Mieszkanie"," Grunwald"," 42 ","23 September 2024","7739 000"
"2957","Pokój"," Rataje"," 9 ","23 September 2024","0690"
"2958","Mieszkanie"," Piątkowo"," 61 ","23 September 2024","2704 950"
"2959","Dom"," Jeżyce"," 287 ","23 September 2024","12 500 000"
"2960","Mieszkanie"," Jeżyce"," 43 ","23 September 2024","8434 000"
"2961","Mieszkanie"," Jeżyce"," 72 ","23 September 2024","0780 000"
"2962","Mieszkanie"," Stare Miasto"," 370 ","23 September 2024","95 493 900"
"2963","Mieszkanie"," Junikowo"," 65 ","23 September 2024","01 020 000"
"2964","Mieszkanie"," Nowe Miasto"," 39 ","23 September 2024","0446 200"
"2965","Mieszkanie"," Rataje"," 39 ","23 September 2024","2468 000"
"2966","Mieszkanie"," Piątkowo"," 63 ","23 September 2024","8709 000"
"2967","Mieszkanie"," Centrum"," 38 ","23 September 2024","82400"
"2968","Mieszkanie",NA," 94 ","23 September 2024","1900"
"2969","Mieszkanie"," Piątkowo"," 62 ","23 September 2024","7649 000"
"2970","Mieszkanie"," Grunwald"," 25 ","23 September 2024","62400"
"2971","Magazyny i hale",NA," 3500 ","22 September 2024","662 916"
"2972","Mieszkanie"," Wilda"," 91 ","22 September 2024","7739 000"
"2973","Mieszkanie"," Naramowice"," 41 ","22 September 2024","6477 905"
"2974","Mieszkanie"," Naramowice"," 28 ","22 September 2024","6322 599"
"2975","Mieszkanie"," Jeżyce"," 39 ","22 September 2024","6499 999"
"2976","Mieszkanie"," Winogrady"," 31 ","22 September 2024","9399 990"
"2977","Mieszkanie"," Grunwald"," 55 ","22 September 2024","8737 760"
"2978","Mieszkanie"," Nowe Miasto"," 45 ","22 September 2024","6561 990"
"2979","Mieszkanie"," Stare Miasto"," 42 ","22 September 2024","4489 650"
"2980","Mieszkanie"," Jeżyce"," 91 ","22 September 2024","6916 265"
"2981","Mieszkanie"," Naramowice"," 43 ","22 September 2024","4578 000"
"2982","Mieszkanie"," Naramowice"," 54 ","22 September 2024","4649 500"
"2983","Magazyny i hale",NA," 1197 ","21 September 2024","82 150 000"
"2984","Pokój",NA," 12 ","21 September 2024","5490"
"2985","Mieszkanie"," Rataje"," 56 ","21 September 2024","2749 000"
"2986","Mieszkanie"," Chartowo"," 79 ","21 September 2024","3680 000"
"2987","Mieszkanie"," Winogrady"," 38 ","21 September 2024","9539 000"
"2988","Mieszkanie"," Wilda"," 27 ","21 September 2024","61750"
"2989","Mieszkanie"," Winogrady"," 13 ","21 September 2024","6750"
"2990","Garaż",NA," 16 ","21 September 2024","5250"
"2991","Działka"," Morasko-Radojewo"," 2109 ","21 September 2024","8699 000"
"2992","Mieszkanie"," Łazarz"," 60 ","21 September 2024","22500"
"2993","Mieszkanie"," Jeżyce"," 46 ","21 September 2024","3487 000"
"2994","Dom",NA," 240 ","20 September 2024","81 400 000"
"2995","Mieszkanie"," Piątkowo"," 32 ","20 September 2024","62000"
"2996","Garaż"," Grunwald"," 10 ","20 September 2024","4250"
"2997","Dom",NA," 187 ","20 September 2024","11 590 000"
"2998","Mieszkanie"," Rataje"," 40 ","20 September 2024","7500 000"
"2999","Mieszkanie"," Stare Miasto"," 38 ","20 September 2024","7570 000"
"3000","Mieszkanie"," Rataje"," 42 ","20 September 2024","6530 000"
"3001","Mieszkanie"," Jeżyce"," 40 ","20 September 2024","6530 000"
"3002","Mieszkanie"," Rataje"," 52 ","20 September 2024","6550 000"
"3003","Mieszkanie"," Jeżyce"," 32 ","20 September 2024","6415 000"
"3004","Mieszkanie"," Grunwald"," 26 ","20 September 2024","6399 000"
"3005","Mieszkanie"," Jeżyce"," 62 ","20 September 2024","6690 000"
"3006","Mieszkanie"," Rataje"," 37 ","20 September 2024","6500 000"
"3007","Mieszkanie"," Grunwald"," 50 ","20 September 2024","5690 000"
"3008","Mieszkanie"," Grunwald"," 52 ","20 September 2024","5842 000"
"3009","Mieszkanie"," Jeżyce"," 34 ","20 September 2024","5440 000"
"3010","Mieszkanie"," Piątkowo"," 53 ","20 September 2024","6594 999"
"3011","Mieszkanie"," Jeżyce"," 74 ","20 September 2024","01 499 000"
"3012","Mieszkanie"," Piątkowo"," 33 ","20 September 2024","0419 000"
"3013","Mieszkanie"," Nowe Miasto"," 26 ","20 September 2024","0316 565"
"3014","Dom"," Grunwald"," 95 ","20 September 2024","65500"
"3015","Lokal usługowy",NA," 71 ","20 September 2024","93900"
"3016","Mieszkanie"," Wilda"," 90 ","20 September 2024","7889 000"
"3017","Mieszkanie"," Stare Miasto"," 98 ","20 September 2024","41 277 380"
"3018","Działka"," Morasko-Radojewo"," 1005 ","20 September 2024","0850 000"
"3019","Komercyjne"," Jeżyce"," 87 ","20 September 2024","82623"
"3020","Komercyjne"," Jeżyce"," 47 ","20 September 2024","81500"
"3021","Dom"," Nowe Miasto"," 133 ","20 September 2024","6990 000"
"3022","Mieszkanie"," Grunwald"," 34 ","19 September 2024","01990"
"3023","Mieszkanie"," Naramowice"," 31 ","19 September 2024","92200"
"3024","Działka"," Górczyn"," 412 ","19 September 2024","8649 000"
"3025","Mieszkanie"," Wilda"," 143 ","19 September 2024","01 290 510"
"3026","Mieszkanie"," Piątkowo"," 63 ","19 September 2024","02900"
"3027","Mieszkanie",NA," 74 ","19 September 2024","2730 000"
"3028","Dom"," Junikowo"," 202 ","19 September 2024","01 189 000"
"3029","Mieszkanie"," Łazarz"," 22 ","19 September 2024","31800"
"3030","Mieszkanie"," Jeżyce"," 30 ","19 September 2024","9450 000"
"3031","Mieszkanie"," Rataje"," 72 ","19 September 2024","9999 000"
"3032","Mieszkanie"," Grunwald"," 69 ","19 September 2024","2924 000"
"3033","Dom",NA," 134 ","19 September 2024","71 099 000"
"3034","Biuro"," Ogrody"," 145 ","19 September 2024","77120"
"3035","Mieszkanie"," Piątkowo"," 63 ","19 September 2024","2530 000"
"3036","Mieszkanie"," Grunwald"," 27 ","19 September 2024","8350 000"
"3037","Mieszkanie"," Stare Miasto"," 48 ","19 September 2024","8559 000"
"3038","Mieszkanie"," Jeżyce"," 65 ","19 September 2024","7726 590"
"3039","Mieszkanie"," Grunwald"," 44 ","19 September 2024","9610 000"
"3040","Mieszkanie"," Wilda"," 35 ","18 September 2024","32300"
"3041","Mieszkanie"," Grunwald"," 34 ","18 September 2024","9549 000"
"3042","Dom"," Jeżyce"," 148 ","18 September 2024","01 450 000"
"3043","Mieszkanie",NA," 71 ","18 September 2024","0619 618"
"3044","Mieszkanie"," Jeżyce"," 35 ","18 September 2024","6259 000"
"3045","Mieszkanie"," Stare Miasto"," 56 ","18 September 2024","83400"
"3046","Mieszkanie"," Wilda"," 54 ","18 September 2024","42400"
"3047","Dom"," Grunwald"," 494 ","18 September 2024","41 700 000"
"3048","Działka",NA," 769 ","18 September 2024","0520 000"
"3049","Mieszkanie"," Piątkowo"," 57 ","18 September 2024","7627 000"
"3050","Mieszkanie"," Nowe Miasto"," 20 ","18 September 2024","91800"
"3051","Mieszkanie"," Piątkowo"," 43 ","18 September 2024","21650"
"3052","Mieszkanie"," Grunwald"," 51 ","18 September 2024","8567 000"
"3053","Mieszkanie",NA," 71 ","18 September 2024","73900"
"3054","Mieszkanie"," Stare Miasto"," 41 ","18 September 2024","42700"
"3055","Mieszkanie",NA," 38 ","18 September 2024","3560 000"
"3056","Mieszkanie"," Dębiec"," 33 ","18 September 2024","4369 000"
"3057","Mieszkanie"," Jeżyce"," 73 ","18 September 2024","8655 000"
"3058","Mieszkanie"," Naramowice"," 64 ","18 September 2024","6730 000"
"3059","Mieszkanie"," Rataje"," 63 ","18 September 2024","0570 000"
"3060","Mieszkanie"," Jeżyce"," 102 ","18 September 2024","41 620 000"
"3061","Mieszkanie"," Łazarz"," 38 ","18 September 2024","4415 000"
"3062","Mieszkanie"," Centrum"," 62 ","18 September 2024","6730 000"
"3063","Mieszkanie",NA," 35 ","18 September 2024","71950"
"3064","Mieszkanie"," Centrum"," 26 ","18 September 2024","62600"
"3065","Działka",NA," 484 ","17 September 2024","569 000"
"3066","Mieszkanie"," Rataje"," 44 ","17 September 2024","5430 000"
"3067","Mieszkanie"," Górczyn"," 45 ","17 September 2024","92300"
"3068","Biuro"," Grunwald"," 106 ","17 September 2024","03180"
"3069","Mieszkanie",NA," 47 ","17 September 2024","8542 440"
"3070","Mieszkanie"," Nowe Miasto"," 41 ","17 September 2024","7431 130"
"3071","Dom",NA," 172 ","17 September 2024","71 300 000"
"3072","Mieszkanie"," Nowe Miasto"," 39 ","17 September 2024","6487 920"
"3073","Mieszkanie",NA," 50 ","17 September 2024","3638 213"
"3074","Mieszkanie"," Podolany"," 62 ","17 September 2024","6715 000"
"3075","Mieszkanie"," Wilda"," 28 ","17 September 2024","1420 000"
"3076","Mieszkanie"," Wilda"," 28 ","17 September 2024","0419 000"
"3077","Mieszkanie"," Dębiec"," 30 ","17 September 2024","21490"
"3078","Mieszkanie",NA," 31 ","17 September 2024","51950"
"3079","Mieszkanie"," Naramowice"," 53 ","17 September 2024","3599 990"
"3080","Dom",NA," 220 ","17 September 2024","41 250 000"
"3081","Mieszkanie"," Rataje"," 38 ","17 September 2024","1520 000"
"3082","Mieszkanie",NA," 34 ","17 September 2024","6545 000"
"3083","Mieszkanie"," Winiary"," 58 ","17 September 2024","8464 000"
"3084","Mieszkanie"," Naramowice"," 114 ","17 September 2024","31 249 000"
"3085","Mieszkanie"," Stare Miasto"," 30 ","16 September 2024","1475 000"
"3086","Mieszkanie"," Wilda"," 67 ","16 September 2024","1999 000"
"3087","Mieszkanie"," Wilda"," 74 ","16 September 2024","01 350 000"
"3088","Mieszkanie"," Jeżyce"," 59 ","16 September 2024","2972 000"
"3089","Magazyny i hale"," Grunwald"," 30 ","16 September 2024","7400"
"3090","Mieszkanie",NA," 48 ","16 September 2024","63000"
"3091","Mieszkanie"," Wilda"," 54 ","16 September 2024","93200"
"3092","Magazyny i hale"," Grunwald"," 480 ","16 September 2024","37680"
"3093","Mieszkanie"," Rataje"," 42 ","16 September 2024","7629 000"
"3094","Mieszkanie"," Chartowo"," 48 ","16 September 2024","41500"
"3095","Biurowiec",NA," 54 ","16 September 2024","21350"
"3096","Mieszkanie"," Nowe Miasto"," 21 ","16 September 2024","31800"
